id,id_seccion,id_curso,id_profesor,horas_semanales,dia_principal
928,93,8,129,4,Jueves
929,93,9,48,5,Martes
930,93,10,19,4,Martes
931,94,1,123,5,Lunes
932,94,2,47,2,Viernes
933,94,3,35,2,Jueves
934,94,4,50,2,Miercoles
935,94,5,126,5,Miercoles
936,94,6,75,2,Jueves
937,94,7,98,3,Lunes
938,94,8,129,2,Martes
939,94,9,70,2,Martes
940,94,10,119,2,Lunes
941,95,1,8,3,Miercoles
942,95,2,105,3,Miercoles
943,95,3,43,4,Lunes
944,95,4,17,4,Jueves
945,95,5,46,4,Jueves
946,95,6,12,3,Lunes
947,95,7,25,5,Miercoles
948,95,8,107,5,Martes
949,95,9,67,4,Miercoles
950,95,10,84,4,Viernes
951,96,1,101,5,Miercoles
952,96,2,124,2,Martes
953,96,3,117,4,Miercoles
954,96,4,60,5,Viernes
955,96,5,46,4,Martes
956,96,6,75,4,Jueves
957,96,7,36,3,Lunes
958,96,8,56,5,Miercoles
959,96,9,70,3,Lunes
960,96,10,59,2,Viernes
961,97,1,123,5,Lunes
962,97,2,13,2,Lunes
963,97,3,30,2,Jueves
964,97,4,41,4,Viernes
965,97,5,87,2,Martes
966,97,6,96,4,Lunes
967,97,7,36,4,Lunes
968,97,8,23,5,Miercoles
969,97,9,15,4,Lunes
970,97,10,9,2,Jueves
971,98,1,111,3,Miercoles
972,98,2,45,2,Viernes
973,98,3,100,4,Lunes
974,98,4,50,4,Viernes
975,98,5,46,4,Jueves
976,98,6,95,4,Lunes
977,98,7,98,4,Miercoles
978,98,8,56,5,Jueves
979,98,9,51,3,Miercoles
980,98,10,83,3,Miercoles
981,99,1,11,2,Miercoles
982,99,2,47,4,Jueves
983,99,3,33,3,Martes
984,99,4,57,3,Miercoles
985,99,5,87,5,Lunes
986,99,6,12,4,Martes
987,99,7,25,2,Miercoles
988,99,8,31,5,Lunes
989,99,9,90,4,Martes
990,99,10,118,4,Viernes
991,100,1,121,2,Miercoles
992,100,2,47,5,Jueves
993,100,3,35,2,Viernes
994,100,4,128,3,Lunes
995,100,5,46,2,Jueves
996,100,6,95,3,Jueves
997,100,7,86,5,Lunes
998,100,8,61,3,Viernes
999,100,9,16,2,Martes
1000,100,10,71,3,Jueves
1001,101,1,11,4,Miercoles
1002,101,2,10,3,Miercoles
1003,101,3,100,4,Miercoles
1004,101,4,32,5,Miercoles
1005,101,5,49,3,Viernes
1006,101,6,28,4,Viernes
1007,101,7,86,3,Jueves
1008,101,8,94,4,Lunes
1009,101,9,48,3,Martes
1010,101,10,19,2,Miercoles
1011,102,1,121,2,Miercoles
1012,102,2,99,3,Jueves
1013,102,3,34,5,Lunes
1014,102,4,17,3,Miercoles
1015,102,5,103,2,Lunes
1016,102,6,102,3,Miercoles
1017,102,7,116,2,Lunes
1018,102,8,129,2,Lunes
1019,102,9,15,5,Martes
1020,102,10,9,5,Martes
1021,103,1,78,2,Martes
1022,103,2,130,4,Miercoles
1023,103,3,26,3,Jueves
1024,103,4,77,4,Lunes
1025,103,5,87,2,Jueves
1026,103,6,14,5,Lunes
1027,103,7,116,5,Lunes
1028,103,8,18,4,Viernes
1029,103,9,90,4,Miercoles
1030,103,10,72,2,Jueves
1031,104,1,8,2,Viernes
1032,104,2,10,2,Viernes
1033,104,3,97,5,Martes
1034,104,4,50,3,Jueves
1035,104,5,82,4,Martes
1036,104,6,75,2,Martes
1037,104,7,98,3,Jueves
1038,104,8,61,4,Jueves
1039,104,9,65,3,Jueves
1040,104,10,83,2,Miercoles
1041,105,1,89,4,Jueves
1042,105,2,10,3,Lunes
1043,105,3,52,5,Martes
1044,105,4,110,3,Jueves
1045,105,5,103,2,Lunes
1046,105,6,14,5,Martes
1047,105,7,86,5,Lunes
1048,105,8,92,2,Jueves
1049,105,9,70,4,Viernes
1050,105,10,85,2,Jueves
1051,106,1,4,4,Miercoles
1052,106,2,105,2,Miercoles
1053,106,3,52,2,Viernes
1054,106,4,58,4,Martes
1055,106,5,46,4,Martes
1056,106,6,96,4,Martes
1057,106,7,80,4,Miercoles
1058,106,8,18,2,Jueves
1059,106,9,21,2,Viernes
1060,106,10,83,3,Viernes
1061,107,1,109,2,Miercoles
1062,107,2,124,3,Miercoles
1063,107,3,117,2,Lunes
1064,107,4,91,5,Viernes
1065,107,5,108,2,Miercoles
1066,107,6,28,3,Viernes
1067,107,7,80,5,Miercoles
1068,107,8,37,3,Viernes
1069,107,9,62,4,Jueves
1070,107,10,54,3,Lunes
1071,108,1,79,5,Martes
1072,108,2,130,5,Miercoles
1073,108,3,97,2,Jueves
1074,108,4,58,5,Jueves
1075,108,5,49,4,Jueves
1076,108,6,27,4,Lunes
1077,108,7,25,5,Jueves
1078,108,8,23,2,Lunes
1079,108,9,22,5,Jueves
1080,108,10,39,2,Viernes
1081,109,1,111,3,Martes
1082,109,2,10,3,Jueves
1083,109,3,40,5,Miercoles
1084,109,4,41,2,Viernes
1085,109,5,82,2,Viernes
1086,109,6,95,4,Lunes
1087,109,7,74,4,Lunes
1088,109,8,107,2,Miercoles
1089,109,9,63,4,Miercoles
1090,109,10,119,2,Martes
1091,110,1,4,2,Viernes
1092,110,2,66,3,Lunes
1093,110,3,26,3,Miercoles
1094,110,4,50,4,Martes
1095,110,5,87,3,Lunes
1096,110,6,14,2,Martes
1097,110,7,74,5,Miercoles
1098,110,8,107,4,Martes
1099,110,9,114,5,Lunes
1100,110,10,112,5,Martes
1101,111,1,8,2,Lunes
1102,111,2,47,3,Viernes
1103,111,3,7,3,Lunes
1104,111,4,38,3,Lunes
1105,111,5,81,2,Jueves
1106,111,6,28,3,Jueves
1107,111,7,116,2,Lunes
1108,111,8,37,3,Miercoles
1109,111,9,62,4,Viernes
1110,111,10,112,5,Martes
1111,112,1,89,5,Jueves
1112,112,2,10,5,Viernes
1113,112,3,127,5,Jueves
1114,112,4,120,4,Lunes
1115,112,5,81,5,Miercoles
1116,112,6,27,2,Martes
1117,112,7,116,5,Miercoles
1118,112,8,18,2,Jueves
1119,112,9,29,4,Miercoles
1120,112,10,55,5,Miercoles
1121,113,1,8,4,Viernes
1122,113,2,47,3,Lunes
1123,113,3,26,5,Viernes
1124,113,4,50,5,Martes
1125,113,5,82,2,Viernes
1126,113,6,96,2,Martes
1127,113,7,36,3,Martes
1128,113,8,31,3,Miercoles
1129,113,9,16,3,Martes
1130,113,10,112,2,Viernes
1131,114,1,121,3,Jueves
1132,114,2,10,3,Miercoles
1133,114,3,52,3,Viernes
1134,114,4,41,5,Martes
1135,114,5,81,5,Martes
1136,114,6,95,3,Lunes
1137,114,7,98,2,Martes
1138,114,8,92,2,Lunes
1139,114,9,63,2,Martes
1140,114,10,19,2,Viernes
1141,115,1,89,3,Miercoles
1142,115,2,106,4,Jueves
1143,115,3,34,4,Jueves
1144,115,4,110,4,Viernes
1145,115,5,108,5,Miercoles
1146,115,6,12,5,Jueves
1147,115,7,25,4,Lunes
1148,115,8,18,5,Viernes
1149,115,9,62,3,Jueves
1150,115,10,88,3,Lunes
1151,116,1,6,5,Miercoles
1152,116,2,105,5,Miercoles
1153,116,3,117,2,Martes
1154,116,4,17,4,Martes
1155,116,5,108,4,Martes
1156,116,6,27,4,Lunes
1157,116,7,86,3,Viernes
1158,116,8,31,5,Lunes
1159,116,9,15,3,Miercoles
1160,116,10,112,2,Martes
1161,117,1,20,2,Jueves
1162,117,2,124,2,Jueves
1163,117,3,33,5,Martes
1164,117,4,32,5,Viernes
1165,117,5,49,5,Miercoles
1166,117,6,12,4,Jueves
1167,117,7,36,4,Martes
1168,117,8,64,2,Martes
1169,117,9,22,5,Jueves
1170,117,10,59,2,Viernes
1171,118,1,93,4,Jueves
1172,118,2,47,5,Miercoles
1173,118,3,52,2,Jueves
1174,118,4,41,5,Viernes
1175,118,5,82,4,Martes
1176,118,6,27,2,Miercoles
1177,118,7,116,3,Viernes
1178,118,8,23,2,Lunes
1179,118,9,63,4,Jueves
1180,118,10,72,4,Jueves
1181,119,1,4,5,Viernes
1182,119,2,130,4,Miercoles
1183,119,3,24,3,Lunes
1184,119,4,38,3,Jueves
1185,119,5,81,3,Miercoles
1186,119,6,75,4,Lunes
1187,119,7,80,5,Martes
1188,119,8,94,2,Viernes
1189,119,9,21,3,Miercoles
1190,119,10,19,2,Jueves
1191,120,1,78,3,Miercoles
1192,120,2,10,5,Jueves
1193,120,3,40,5,Viernes
1194,120,4,58,3,Jueves
1195,120,5,82,2,Jueves
1196,120,6,14,3,Martes
1197,120,7,25,5,Jueves
1198,120,8,56,2,Jueves
1199,120,9,51,3,Lunes
1200,120,10,72,4,Jueves
1201,121,1,20,3,Jueves
1202,121,2,45,5,Jueves
1203,121,3,35,4,Lunes
1204,121,4,68,3,Martes
1205,121,5,103,3,Lunes
1206,121,6,95,3,Viernes
1207,121,7,116,5,Viernes
1208,121,8,64,5,Jueves
1209,121,9,62,5,Miercoles
1210,121,10,84,2,Jueves
1211,122,1,6,4,Viernes
1212,122,2,99,4,Lunes
1213,122,3,127,3,Miercoles
1214,122,4,17,2,Viernes
1215,122,5,103,2,Martes
1216,122,6,96,3,Jueves
1217,122,7,98,3,Jueves
1218,122,8,56,4,Lunes
1219,122,9,65,4,Miercoles
1220,122,10,83,2,Viernes
1221,123,1,115,4,Miercoles
1222,123,2,130,2,Martes
1223,123,3,117,4,Martes
1224,123,4,77,4,Viernes
1225,123,5,82,4,Martes
1226,123,6,28,2,Miercoles
1227,123,7,36,3,Jueves
1228,123,8,94,3,Martes
1229,123,9,15,4,Lunes
1230,123,10,88,4,Miercoles
1231,124,1,78,3,Martes
1232,124,2,1,4,Miercoles
1233,124,3,30,5,Martes
1234,124,4,17,3,Lunes
1235,124,5,81,2,Martes
1236,124,6,102,5,Martes
1237,124,7,25,5,Martes
1238,124,8,61,5,Jueves
1239,124,9,22,4,Jueves
1240,124,10,84,3,Miercoles
1241,125,1,123,5,Martes
1242,125,2,42,2,Martes
1243,125,3,26,2,Viernes
1244,125,4,128,4,Jueves
1245,125,5,2,2,Viernes
1246,125,6,102,3,Lunes
1247,125,7,116,5,Lunes
1248,125,8,92,4,Lunes
1249,125,9,90,4,Jueves
1250,125,10,39,4,Lunes
1251,126,1,113,4,Lunes
1252,126,2,124,2,Martes
1253,126,3,34,3,Viernes
1254,126,4,53,5,Lunes
1255,126,5,108,2,Jueves
1256,126,6,75,3,Jueves
1257,126,7,36,4,Jueves
1258,126,8,129,3,Viernes
1259,126,9,62,4,Martes
1260,126,10,39,4,Lunes
1261,127,1,8,5,Jueves
1262,127,2,125,4,Jueves
1263,127,3,26,3,Lunes
1264,127,4,91,5,Martes
1265,127,5,82,4,Martes
1266,127,6,75,2,Viernes
1267,127,7,86,4,Viernes
1268,127,8,107,4,Miercoles
1269,127,9,90,4,Viernes
1270,127,10,54,3,Lunes
1271,128,1,8,5,Miercoles
1272,128,2,13,4,Martes
1273,128,3,34,4,Viernes
1274,128,4,91,3,Jueves
1275,128,5,126,4,Lunes
1276,128,6,102,2,Viernes
1277,128,7,98,2,Lunes
1278,128,8,64,3,Lunes
1279,128,9,70,4,Martes
1280,128,10,69,4,Martes
1281,129,1,93,5,Martes
1282,129,2,45,3,Viernes
1283,129,3,43,5,Martes
1284,129,4,104,4,Lunes
1285,129,5,49,4,Lunes
1286,129,6,12,5,Miercoles
1287,129,7,98,4,Jueves
1288,129,8,37,3,Viernes
1289,129,9,76,4,Viernes
1290,129,10,3,2,Jueves
1291,130,1,89,2,Miercoles
1292,130,2,130,4,Lunes
1293,130,3,7,5,Miercoles
1294,130,4,128,5,Viernes
1295,130,5,46,5,Lunes
1296,130,6,95,4,Miercoles
1297,130,7,98,4,Viernes
1298,130,8,64,4,Jueves
1299,130,9,16,4,Martes
1300,130,10,55,2,Jueves
