id,id_padre,id_alumno,parentesco
1271,989,2107,Padre
1272,990,3969,Padre
1273,990,1543,Padre
1274,990,2062,Padre
1275,991,347,Padre
1276,991,3836,Padre
1277,992,785,Padre
1278,993,3542,Madre
1279,993,60,Madre
1280,993,805,Madre
1281,994,1132,Madre
1282,995,3270,Madre
1283,995,2047,Madre
1284,996,924,Madre
1285,997,2863,Padre
1286,998,2763,Madre
1287,999,758,Madre
1288,1000,2646,Padre
1289,1001,3354,Padre
1290,1002,420,Madre
1291,1003,1460,Padre
1292,1004,258,Madre
1293,1005,3314,Padre
1294,1005,2596,Padre
1295,1006,3873,Padre
1296,1007,1025,Padre
1297,1007,2873,Padre
1298,1008,4039,Padre
1299,1009,2319,Madre
1300,1009,481,Madre
1301,1010,854,Madre
1302,1011,13,Madre
1303,1012,2316,Padre
1304,1013,4009,Padre
1305,1014,30,Madre
1306,1014,3857,Madre
1307,1015,473,Padre
1308,1015,2351,Padre
1309,1015,1134,Padre
1310,1016,3791,Padre
1311,1017,1474,Madre
1312,1018,1677,Padre
1313,1018,1712,Padre
1314,1018,1346,Padre
1315,1019,2364,Madre
1316,1020,286,Madre
1317,1021,96,Padre
1318,1022,3565,Padre
1319,1022,2041,Padre
1320,1023,845,Padre
1321,1024,2553,Madre
1322,1025,2030,Madre
1323,1025,3780,Madre
1324,1026,2432,Padre
1325,1026,1951,Padre
1326,1027,3387,Madre
1327,1028,797,Padre
1328,1029,1909,Madre
1329,1030,1194,Madre
1330,1031,2660,Madre
1331,1032,1899,Madre
1332,1033,864,Madre
1333,1033,2338,Madre
1334,1034,1691,Padre
1335,1035,2455,Padre
1336,1036,1734,Madre
1337,1037,2433,Padre
1338,1038,1554,Padre
1339,1038,610,Padre
1340,1039,3394,Madre
1341,1039,2732,Madre
1342,1040,1193,Madre
1343,1040,2888,Madre
1344,1041,304,Padre
1345,1042,1133,Madre
1346,1043,684,Madre
1347,1044,1115,Madre
1348,1045,2116,Padre
1349,1046,1949,Madre
1350,1047,3430,Padre
1351,1047,3231,Padre
1352,1048,2786,Madre
1353,1049,1880,Padre
1354,1050,2003,Madre
1355,1051,1524,Padre
1356,1052,2668,Madre
1357,1053,3777,Madre
1358,1054,2940,Padre
1359,1055,3657,Madre
1360,1056,3592,Padre
1361,1057,733,Padre
1362,1058,3503,Madre
1363,1059,2308,Padre
1364,1060,1197,Padre
1365,1061,3661,Padre
1366,1062,3610,Padre
1367,1063,2558,Padre
1368,1064,1726,Madre
1369,1065,2318,Madre
1370,1066,2111,Madre
1371,1066,3420,Madre
1372,1067,3243,Padre
1373,1068,2474,Padre
1374,1069,3411,Madre
1375,1070,1410,Padre
1376,1070,520,Padre
1377,1070,2711,Padre
1378,1071,3236,Padre
1379,1072,1683,Padre
1380,1073,1273,Madre
1381,1074,3616,Madre
1382,1075,677,Padre
1383,1076,1950,Madre
1384,1076,2984,Madre
1385,1077,1563,Madre
1386,1078,2469,Padre
1387,1079,1422,Madre
1388,1080,3979,Padre
1389,1081,3076,Padre
1390,1082,5,Padre
1391,1083,2616,Madre
1392,1083,1016,Madre
1393,1084,1471,Padre
1394,1085,3986,Madre
1395,1086,3078,Madre
1396,1086,771,Madre
1397,1087,3549,Padre
1398,1088,4093,Madre
1399,1088,70,Madre
1400,1089,2422,Madre
1401,1090,3284,Padre
1402,1091,956,Madre
1403,1092,3287,Padre
1404,1093,1145,Padre
1405,1093,3655,Padre
1406,1094,3423,Madre
1407,1095,2900,Padre
1408,1095,980,Padre
1409,1096,2185,Madre
1410,1097,777,Madre
1411,1098,1393,Padre
1412,1099,2598,Madre
1413,1099,3309,Madre
1414,1099,81,Madre
1415,1100,3893,Padre
1416,1101,437,Madre
1417,1102,1272,Padre
1418,1103,2871,Madre
1419,1104,3525,Madre
1420,1105,1271,Padre
1421,1106,753,Madre
1422,1106,1262,Madre
1423,1106,545,Madre
1424,1107,641,Madre
1425,1107,489,Madre
1426,1108,2375,Padre
1427,1109,4020,Padre
1428,1110,1682,Padre
1429,1111,2517,Padre
1430,1111,2484,Padre
1431,1112,3770,Padre
1432,1113,693,Padre
1433,1114,3966,Padre
1434,1115,234,Padre
1435,1116,431,Madre
1436,1117,2122,Madre
1437,1117,1538,Madre
1438,1118,3515,Madre
1439,1118,2227,Madre
1440,1118,2278,Madre
1441,1119,369,Madre
1442,1119,136,Madre
1443,1120,671,Madre
1444,1120,1541,Madre
1445,1120,2602,Madre
1446,1121,513,Madre
1447,1122,3605,Padre
1448,1123,2587,Padre
1449,1124,1931,Madre
1450,1124,3474,Madre
1451,1125,2087,Padre
1452,1126,3313,Padre
1453,1127,604,Padre
1454,1128,3651,Padre
1455,1129,1670,Padre
1456,1130,1564,Padre
1457,1130,2187,Padre
1458,1130,3635,Padre
1459,1131,656,Padre
1460,1132,2628,Madre
1461,1133,3372,Padre
1462,1134,992,Madre
1463,1135,1945,Madre
1464,1136,3296,Padre
1465,1137,250,Padre
1466,1138,1080,Padre
1467,1139,2248,Padre
1468,1139,3218,Padre
1469,1140,43,Madre
1470,1141,2459,Padre
1471,1142,3098,Madre
1472,1143,107,Madre
1473,1144,3759,Padre
1474,1145,3449,Madre
1475,1146,1837,Madre
1476,1146,186,Madre
1477,1146,429,Madre
1478,1147,2001,Padre
1479,1148,65,Madre
1480,1148,1215,Madre
1481,1149,1701,Padre
1482,1150,2745,Madre
1483,1151,3915,Padre
1484,1151,2860,Padre
1485,1152,3128,Madre
1486,1153,1324,Madre
1487,1154,3714,Padre
1488,1155,2019,Madre
1489,1156,199,Madre
1490,1157,967,Madre
1491,1158,1312,Padre
1492,1159,2836,Padre
1493,1160,846,Padre
1494,1161,654,Madre
1495,1161,2125,Madre
1496,1162,1936,Padre
1497,1162,1569,Padre
1498,1163,2885,Madre
1499,1164,1793,Madre
1500,1165,3492,Madre
1501,1165,2382,Madre
1502,1165,1360,Madre
1503,1166,1279,Padre
1504,1167,2290,Madre
1505,1168,1375,Padre
1506,1169,1252,Padre
1507,1170,3002,Padre
1508,1171,3140,Madre
1509,1171,2052,Madre
1510,1171,4075,Madre
1511,1172,3984,Padre
1512,1173,2344,Madre
1513,1174,3775,Padre
1514,1175,1334,Padre
1515,1176,1842,Padre
1516,1177,32,Madre
1517,1178,990,Padre
1518,1179,1505,Padre
1519,1179,2538,Padre
1520,1180,1926,Madre
1521,1180,3173,Madre
1522,1181,422,Madre
1523,1182,1515,Padre
1524,1182,637,Padre
1525,1183,1366,Madre
1526,1184,2222,Padre
1527,1185,233,Madre
1528,1186,1389,Madre
1529,1187,577,Padre
1530,1188,305,Madre
1531,1189,3922,Madre
1532,1190,2324,Madre
1533,1191,2051,Madre
1534,1192,2183,Madre
1535,1193,1579,Padre
1536,1194,3978,Madre
1537,1195,3209,Madre
1538,1196,1809,Madre
1539,1196,1302,Madre
1540,1197,943,Padre
1541,1198,332,Madre
1542,1199,738,Madre
1543,1200,3058,Padre
1544,1200,249,Padre
1545,1201,26,Padre
1546,1202,2633,Madre
1547,1203,3148,Padre
1548,1204,344,Madre
1549,1205,50,Madre
1550,1205,3719,Madre
1551,1206,3696,Padre
1552,1207,1277,Madre
1553,1208,715,Madre
1554,1209,1658,Padre
1555,1210,3677,Madre
1556,1211,2518,Padre
1557,1212,2449,Padre
1558,1213,1116,Madre
1559,1213,1113,Madre
1560,1214,207,Padre
1561,1215,3023,Madre
1562,1216,1976,Madre
1563,1216,220,Madre
1564,1217,3122,Madre
1565,1218,147,Madre
1566,1219,2868,Madre
1567,1220,2323,Padre
1568,1221,1478,Padre
1569,1222,3353,Padre
1570,1223,3589,Padre
1571,1224,1354,Madre
1572,1225,1120,Padre
1573,1226,1294,Padre
1574,1227,3890,Madre
1575,1228,1431,Madre
1576,1229,2610,Madre
1577,1230,4058,Padre
1578,1230,1617,Padre
1579,1231,276,Padre
1580,1231,2733,Padre
1581,1232,2105,Padre
1582,1233,3230,Madre
1583,1233,3597,Madre
1584,1234,49,Madre
1585,1234,1320,Madre
1586,1235,2995,Madre
1587,1235,3277,Madre
1588,1236,2397,Madre
1589,1237,2009,Padre
1590,1238,1237,Padre
1591,1239,3345,Padre
1592,1240,280,Padre
1593,1240,2497,Padre
1594,1241,2164,Madre
1595,1241,185,Madre
1596,1242,2814,Padre
1597,1242,3405,Padre
1598,1243,2730,Madre
1599,1244,2992,Madre
1600,1245,1135,Madre
1601,1245,1887,Madre
1602,1246,1394,Padre
1603,1247,2982,Padre
1604,1248,3640,Madre
1605,1249,2,Madre
1606,1250,1668,Madre
1607,1251,1535,Padre
1608,1252,2077,Padre
1609,1253,1561,Padre
1610,1254,4050,Padre
1611,1255,2718,Madre
1612,1256,4055,Madre
1613,1256,3326,Madre
1614,1257,2632,Madre
1615,1258,3232,Padre
1616,1259,525,Padre
1617,1260,1296,Madre
1618,1261,3197,Padre
1619,1262,1267,Padre
1620,1263,1532,Madre
1621,1264,1395,Madre
1622,1265,350,Padre
1623,1266,2606,Padre
1624,1267,3097,Padre
1625,1267,1045,Padre
1626,1268,700,Madre
1627,1269,1097,Madre
1628,1269,212,Madre
1629,1270,3161,Padre
1630,1271,415,Madre
1631,1272,3375,Madre
1632,1273,3743,Padre
1633,1274,252,Padre
1634,1274,449,Padre
1635,1275,259,Padre
1636,1276,1355,Madre
1637,1276,1896,Madre
1638,1277,969,Madre
1639,1278,3639,Madre
1640,1279,110,Padre
1641,1279,838,Padre
1642,1280,3745,Madre
1643,1281,3644,Padre
1644,1281,1243,Padre
1645,1282,3586,Madre
1646,1283,2239,Padre
1647,1284,73,Madre
1648,1285,426,Padre
1649,1286,3043,Padre
1650,1287,2562,Madre
1651,1288,3303,Madre
1652,1289,2944,Madre
1653,1290,995,Madre
1654,1290,2710,Madre
1655,1291,2748,Padre
1656,1292,1129,Madre
1657,1292,1182,Madre
1658,1293,119,Padre
1659,1294,2883,Madre
1660,1295,3312,Madre
1661,1296,1109,Padre
1662,1296,3212,Padre
1663,1297,2699,Padre
1664,1298,4101,Madre
1665,1299,2977,Padre
1666,1300,2568,Madre
1667,1301,921,Madre
1668,1301,31,Madre
1669,1302,865,Madre
1670,1303,314,Padre
1671,1304,2412,Madre
1672,1305,2622,Madre
1673,1306,906,Padre
1674,1307,1082,Padre
1675,1308,2112,Padre
1676,1309,1200,Madre
1677,1310,2346,Padre
1678,1311,227,Madre
1679,1312,1568,Madre
1680,1312,3020,Madre
1681,1313,3324,Madre
1682,1314,3201,Madre
1683,1315,2806,Madre
1684,1316,632,Padre
1685,1317,22,Padre
1686,1318,879,Padre
1687,1319,1788,Madre
1688,1320,954,Padre
1689,1321,1606,Madre
1690,1322,737,Padre
1691,1323,1659,Madre
1692,1324,3545,Padre
1693,1325,2024,Madre
1694,1325,2010,Madre
1695,1326,998,Madre
1696,1326,3146,Madre
1697,1327,3149,Padre
1698,1328,2891,Padre
1699,1328,2824,Padre
1700,1329,2644,Madre
1701,1330,3596,Madre
1702,1331,527,Padre
1703,1332,2626,Madre
1704,1333,1209,Madre
1705,1334,2870,Padre
1706,1335,1123,Madre
1707,1336,3578,Padre
1708,1337,3879,Madre
1709,1337,875,Madre
1710,1338,1244,Padre
1711,1339,3825,Padre
1712,1340,3111,Padre
1713,1341,2564,Madre
1714,1342,1990,Padre
1715,1342,1018,Padre
1716,1343,526,Padre
1717,1344,3440,Padre
1718,1345,196,Padre
1719,1346,726,Padre
1720,1347,1738,Madre
1721,1348,953,Padre
1722,1348,2496,Padre
1723,1349,743,Padre
1724,1349,1908,Padre
1725,1350,2950,Madre
1726,1351,1041,Madre
1727,1352,804,Padre
1728,1353,1823,Padre
1729,1354,530,Madre
1730,1355,2373,Madre
1731,1356,401,Madre
1732,1357,972,Padre
1733,1358,3455,Madre
1734,1358,1159,Madre
1735,1359,3266,Madre
1736,1360,1651,Madre
1737,1361,4036,Padre
1738,1361,3497,Padre
1739,1362,256,Madre
1740,1362,3460,Madre
1741,1363,1055,Padre
1742,1364,3015,Madre
1743,1365,3910,Madre
1744,1366,1914,Madre
1745,1367,2769,Padre
1746,1368,3874,Madre
1747,1369,651,Madre
1748,1370,600,Padre
1749,1371,1530,Madre
1750,1372,1461,Madre
1751,1373,888,Padre
1752,1374,2453,Padre
1753,1375,1626,Madre
1754,1376,3427,Madre
1755,1377,3990,Madre
1756,1377,1787,Madre
1757,1378,351,Padre
1758,1379,1236,Padre
1759,1380,2691,Padre
1760,1381,1105,Padre
1761,1382,1456,Padre
1762,1382,2712,Padre
1763,1383,1977,Madre
1764,1384,3453,Padre
1765,1384,3402,Padre
1766,1384,2514,Padre
1767,1385,1364,Padre
1768,1385,2740,Padre
1769,1385,3485,Padre
1770,1386,3463,Madre
1771,1387,629,Madre
1772,1388,1995,Padre
1773,1389,645,Madre
1774,1389,3269,Madre
1775,1390,1843,Madre
1776,1390,3725,Madre
1777,1391,852,Madre
1778,1392,2924,Padre
1779,1392,857,Padre
1780,1393,966,Padre
1781,1393,2897,Padre
1782,1394,2800,Madre
1783,1394,1371,Madre
1784,1395,623,Madre
1785,1395,3250,Madre
1786,1396,2309,Padre
1787,1397,3695,Padre
1788,1398,1871,Madre
1789,1398,2964,Madre
1790,1399,1553,Padre
1791,1399,2810,Padre
1792,1400,1979,Padre
1793,1400,1332,Padre
1794,1401,3381,Padre
1795,1401,2833,Padre
1796,1402,1839,Madre
1797,1403,1785,Padre
1798,1404,2544,Padre
1799,1405,1819,Padre
1800,1406,325,Madre
1801,1407,3017,Padre
1802,1407,3135,Padre
1803,1408,3808,Padre
1804,1409,2312,Padre
1805,1410,3235,Madre
1806,1411,2388,Madre
1807,1411,565,Madre
1808,1412,1935,Padre
1809,1413,2476,Madre
1810,1413,3362,Madre
1811,1414,3407,Madre
1812,1414,1766,Madre
1813,1415,1765,Madre
1814,1415,3676,Madre
1815,1416,3247,Padre
1816,1417,561,Padre
1817,1418,4017,Madre
1818,1419,1517,Padre
1819,1419,1588,Padre
1820,1420,663,Madre
1821,1421,409,Padre
1822,1422,2503,Madre
1823,1423,2922,Padre
1824,1423,1509,Padre
1825,1424,2049,Madre
1826,1425,3642,Padre
1827,1426,2704,Padre
1828,1427,2294,Padre
1829,1427,3357,Padre
1830,1427,3359,Padre
1831,1428,721,Padre
1832,1429,2099,Madre
1833,1429,1741,Madre
1834,1430,799,Madre
1835,1431,3144,Madre
1836,1432,688,Madre
1837,1433,3947,Padre
1838,1434,1246,Padre
1839,1435,3304,Madre
1840,1435,161,Madre
1841,1435,2420,Madre
1842,1436,612,Madre
1843,1437,1365,Madre
1844,1438,2387,Padre
1845,1439,672,Madre
1846,1440,1153,Padre
1847,1440,1983,Padre
1848,1441,430,Madre
1849,1442,3344,Padre
1850,1442,2550,Padre
1851,1443,1705,Padre
1852,1443,3608,Padre
1853,1443,1160,Padre
1854,1444,860,Madre
1855,1445,3609,Padre
1856,1446,3916,Madre
1857,1447,2088,Padre
1858,1447,3643,Padre
1859,1448,6,Madre
1860,1449,2832,Padre
1861,1450,3260,Madre
1862,1450,1523,Madre
1863,1451,3018,Madre
1864,1452,1184,Padre
1865,1453,951,Madre
1866,1454,14,Padre
1867,1455,3167,Madre
1868,1456,621,Madre
1869,1456,3865,Madre
1870,1457,2409,Padre
1871,1458,996,Padre
1872,1459,4103,Madre
1873,1460,923,Madre
1874,1461,151,Padre
1875,1462,507,Padre
1876,1463,2407,Madre
1877,1463,878,Madre
1878,1464,3734,Madre
1879,1465,588,Padre
1880,1465,1753,Padre
1881,1466,3804,Madre
1882,1467,2717,Padre
1883,1468,388,Padre
1884,1469,2018,Padre
1885,1469,2998,Padre
1886,1470,2289,Madre
1887,1471,3104,Padre
1888,1472,3620,Padre
1889,1472,88,Padre
1890,1473,2129,Madre
1891,1474,1112,Madre
1892,1475,1407,Madre
1893,1475,2046,Madre
1894,1476,806,Madre
1895,1476,282,Madre
1896,1476,2877,Madre
1897,1477,349,Madre
1898,1478,3432,Padre
1899,1478,3623,Padre
1900,1479,1020,Padre
1901,1480,2251,Madre
1902,1480,4098,Madre
1903,1480,979,Madre
1904,1481,3748,Madre
1905,1482,696,Madre
1906,1483,247,Padre
1907,1483,1429,Padre
1908,1484,3859,Madre
1909,1485,1034,Padre
1910,1485,3527,Padre
1911,1486,784,Madre
1912,1487,1037,Madre
1913,1487,3431,Madre
1914,1488,789,Padre
1915,1489,2483,Padre
1916,1490,3997,Padre
1917,1491,3084,Padre
1918,1492,3602,Padre
1919,1493,4035,Padre
1920,1494,391,Madre
1921,1495,2182,Padre
1922,1496,3746,Madre
1923,1497,4073,Madre
1924,1498,3119,Padre
1925,1499,2493,Padre
1926,1499,2916,Padre
1927,1500,3028,Madre
1928,1500,3436,Madre
1929,1501,3081,Padre
1930,1502,2690,Padre
1931,1502,3854,Padre
1932,1503,1214,Madre
1933,1504,4049,Madre
1934,1505,3936,Madre
1935,1505,1685,Madre
1936,1506,1455,Madre
1937,1507,1222,Madre
1938,1508,1361,Padre
1939,1508,724,Padre
1940,1509,208,Padre
1941,1510,591,Madre
1942,1511,3684,Padre
1943,1512,3343,Padre
1944,1513,780,Padre
1945,1513,3352,Padre
1946,1514,2293,Padre
1947,1515,278,Madre
1948,1516,1552,Padre
1949,1517,2706,Padre
1950,1518,3629,Madre
1951,1519,3046,Madre
1952,1519,3735,Madre
1953,1520,3528,Padre
1954,1520,240,Padre
1955,1521,2978,Madre
1956,1522,1840,Padre
1957,1523,4064,Padre
1958,1524,3809,Madre
1959,1525,4038,Padre
1960,1526,2424,Padre
1961,1526,3050,Padre
1962,1527,3779,Padre
1963,1528,2611,Padre
1964,1529,1074,Madre
1965,1529,829,Madre
1966,1530,1387,Padre
1967,1531,1442,Madre
1968,1531,3327,Madre
1969,1532,2492,Padre
1970,1533,559,Madre
1971,1534,794,Padre
1972,1535,1631,Madre
1973,1536,3418,Padre
1974,1537,3794,Madre
1975,1538,801,Madre
1976,1539,1862,Madre
1977,1539,3323,Madre
1978,1540,2281,Padre
1979,1541,3988,Madre
1980,1542,667,Padre
1981,1543,2095,Padre
1982,1544,4072,Padre
1983,1545,1227,Madre
1984,1546,398,Padre
1985,1547,3544,Padre
1986,1548,2601,Madre
1987,1549,1096,Padre
1988,1550,840,Padre
1989,1550,630,Padre
1990,1551,1992,Madre
1991,1551,2639,Madre
1992,1552,2033,Padre
1993,1553,3478,Padre
1994,1554,548,Padre
1995,1555,1081,Padre
1996,1555,2670,Padre
1997,1556,2859,Madre
1998,1556,3995,Madre
1999,1557,1655,Madre
2000,1557,1571,Madre
2001,1557,2752,Madre
2002,1558,4040,Padre
2003,1559,1392,Madre
2004,1560,2140,Padre
2005,1561,3377,Madre
2006,1562,1589,Madre
2007,1562,2472,Madre
2008,1563,3291,Madre
2009,1564,793,Madre
2010,1564,453,Madre
2011,1565,3509,Padre
2012,1565,403,Padre
2013,1566,210,Madre
2014,1566,435,Madre
2015,1567,2961,Padre
2016,1568,116,Madre
2017,1569,3100,Padre
2018,1570,2201,Padre
2019,1571,2060,Padre
2020,1571,3582,Padre
2021,1571,495,Padre
2022,1572,2203,Padre
2023,1573,2795,Madre
2024,1574,1798,Padre
2025,1574,1810,Padre
2026,1575,2571,Madre
2027,1575,2231,Madre
2028,1576,176,Padre
2029,1577,1399,Madre
2030,1578,3193,Madre
2031,1579,290,Padre
2032,1580,1715,Madre
2033,1581,3468,Madre
2034,1582,86,Padre
2035,1583,2898,Madre
2036,1584,1829,Padre
2037,1584,3484,Padre
2038,1585,2907,Padre
2039,1586,2423,Padre
2040,1587,981,Padre
2041,1588,633,Padre
2042,1589,800,Padre
2043,1589,24,Padre
2044,1590,3199,Madre
2045,1591,389,Madre
2046,1592,3285,Padre
2047,1593,3160,Madre
2048,1594,2532,Padre
2049,1595,2603,Madre
2050,1596,55,Padre
2051,1597,3600,Madre
2052,1598,363,Madre
2053,1598,3237,Madre
2054,1599,125,Madre
2055,1599,1139,Madre
2056,1600,318,Padre
2057,1600,341,Padre
2058,1601,920,Padre
2059,1601,930,Padre
2060,1602,2683,Madre
2061,1602,3601,Madre
2062,1603,1352,Madre
2063,1604,3426,Padre
2064,1605,3292,Padre
2065,1605,2854,Padre
2066,1606,2214,Padre
2067,1607,615,Padre
2068,1608,2237,Padre
2069,1609,1286,Padre
2070,1609,2391,Padre
2071,1610,935,Padre
2072,1611,2604,Padre
2073,1612,3826,Padre
2074,1612,2572,Padre
2075,1613,3383,Padre
2076,1614,1381,Madre
2077,1615,1993,Madre
2078,1616,1353,Madre
2079,1617,3672,Padre
2080,1618,1883,Padre
2081,1619,1121,Padre
2082,1620,2519,Padre
2083,1621,1863,Padre
2084,1622,4057,Padre
2085,1623,102,Madre
2086,1624,3731,Madre
2087,1625,945,Madre
2088,1626,3817,Padre
2089,1627,3738,Madre
2090,1628,3930,Madre
2091,1628,3793,Madre
2092,1629,3693,Madre
2093,1629,226,Madre
2094,1630,695,Madre
2095,1631,3371,Padre
2096,1631,1084,Padre
2097,1631,2108,Padre
2098,1632,977,Padre
2099,1633,1493,Madre
2100,1634,3008,Madre
2101,1634,2056,Madre
2102,1635,1934,Padre
2103,1636,4,Madre
2104,1637,3692,Madre
2105,1638,2635,Padre
2106,1639,1417,Padre
2107,1640,1142,Madre
2108,1641,1645,Padre
2109,1642,1413,Madre
2110,1643,1718,Madre
2111,1644,444,Padre
2112,1645,1301,Padre
2113,1646,2540,Madre
2114,1647,1870,Padre
2115,1647,772,Padre
2116,1648,3908,Madre
2117,1649,803,Padre
2118,1650,3932,Madre
2119,1651,1140,Madre
2120,1652,3089,Madre
2121,1652,2157,Madre
2122,1653,3406,Padre
2123,1654,994,Madre
2124,1655,3514,Madre
2125,1656,320,Padre
2126,1656,1275,Padre
2127,1657,3131,Madre
2128,1657,3336,Madre
2129,1658,1291,Padre
2130,1659,991,Madre
2131,1660,659,Madre
2132,1661,352,Madre
2133,1662,1709,Madre
2134,1662,3477,Madre
2135,1663,2785,Padre
2136,1664,3297,Padre
2137,1665,1901,Padre
2138,1666,2363,Madre
2139,1667,2799,Padre
2140,1668,1307,Padre
2141,1669,3627,Madre
2142,1669,3941,Madre
2143,1669,44,Madre
2144,1670,1816,Padre
2145,1671,2247,Padre
2146,1671,1891,Padre
2147,1672,2396,Madre
2148,1672,2935,Madre
2149,1673,1,Padre
2150,1674,171,Padre
2151,1675,3419,Padre
2152,1676,3828,Madre
2153,1677,2677,Madre
2154,1678,108,Madre
2155,1679,2654,Padre
2156,1680,3130,Madre
2157,1681,3562,Madre
2158,1682,17,Padre
2159,1683,2376,Madre
2160,1684,2735,Padre
2161,1685,360,Madre
2162,1685,2045,Madre
2163,1686,2440,Madre
2164,1687,38,Padre
2165,1688,3923,Madre
2166,1689,3604,Madre
2167,1690,1981,Padre
2168,1691,454,Padre
2169,1692,1161,Padre
2170,1693,3907,Padre
2171,1694,752,Madre
2172,1695,1019,Padre
2173,1696,2274,Padre
2174,1697,3671,Padre
2175,1697,1984,Padre
2176,1698,986,Padre
2177,1699,1527,Padre
2178,1700,1491,Madre
2179,1701,2356,Madre
2180,1702,146,Padre
2181,1703,1620,Padre
2182,1704,1767,Padre
2183,1704,3812,Padre
2184,1705,1818,Madre
2185,1706,3071,Padre
2186,1706,2818,Padre
2187,1707,709,Padre
2188,1708,4045,Padre
2189,1709,2629,Madre
2190,1710,2368,Padre
2191,1711,1790,Padre
2192,1712,4100,Madre
2193,1713,731,Padre
2194,1714,412,Padre
2195,1715,1438,Padre
2196,1716,818,Padre
2197,1717,2285,Madre
2198,1718,1420,Padre
2199,1719,33,Padre
2200,1720,2254,Madre
2201,1721,142,Madre
2202,1722,3305,Padre
2203,1722,3378,Padre
2204,1723,2284,Padre
2205,1724,2141,Madre
2206,1724,809,Madre
2207,1725,1549,Padre
2208,1726,1464,Padre
2209,1727,4080,Madre
2210,1727,2228,Madre
2211,1728,1615,Madre
2212,1729,940,Padre
2213,1730,436,Padre
2214,1731,366,Madre
2215,1732,2738,Madre
2216,1733,3107,Madre
2217,1734,2398,Madre
2218,1735,627,Madre
2219,1736,162,Madre
2220,1737,4012,Madre
2221,1737,1370,Madre
2222,1738,1510,Padre
2223,1739,1199,Madre
2224,1740,1454,Padre
2225,1741,113,Madre
2226,1741,2104,Madre
2227,1741,2903,Madre
2228,1742,2701,Padre
2229,1742,1960,Padre
2230,1743,4084,Padre
2231,1743,749,Padre
2232,1744,2696,Madre
2233,1745,3711,Madre
2234,1745,3760,Madre
2235,1745,1893,Madre
2236,1746,103,Madre
2237,1747,918,Padre
2238,1748,3917,Madre
2239,1749,3185,Madre
2240,1749,666,Madre
2241,1750,1873,Padre
2242,1750,1644,Padre
2243,1751,837,Padre
2244,1752,2174,Madre
2245,1753,1230,Padre
2246,1754,1970,Padre
2247,1755,1890,Padre
2248,1756,1768,Padre
2249,1757,532,Madre
2250,1758,4016,Padre
2251,1759,2082,Madre
2252,1759,1008,Madre
2253,1760,3994,Madre
2254,1760,4021,Madre
2255,1761,3929,Padre
2256,1761,1792,Padre
2257,1761,3831,Padre
2258,1762,3611,Madre
2259,1763,3700,Madre
2260,1763,485,Madre
2261,1764,2170,Madre
2262,1764,2481,Madre
2263,1765,2886,Padre
2264,1766,493,Madre
2265,1767,1329,Padre
2266,1767,1681,Padre
2267,1768,2240,Madre
2268,1769,2936,Padre
2269,1770,1004,Padre
2270,1771,3439,Padre
2271,1772,3963,Padre
2272,1773,2467,Madre
2273,1774,741,Madre
2274,1775,1769,Madre
2275,1776,2086,Madre
2276,1777,1815,Padre
2277,1778,3251,Padre
2278,1779,3219,Madre
2279,1779,3498,Madre
2280,1780,2575,Padre
2281,1780,3026,Padre
2282,1781,2343,Madre
2283,1782,3782,Madre
2284,1783,947,Madre
2285,1784,66,Madre
2286,1785,4089,Madre
2287,1786,1107,Madre
2288,1786,3307,Madre
2289,1787,3898,Madre
2290,1787,2539,Madre
2291,1788,1351,Madre
2292,1789,2513,Padre
2293,1790,2068,Madre
2294,1791,4060,Padre
2295,1791,3868,Padre
2296,1792,3467,Madre
2297,1793,1150,Padre
2298,1794,988,Madre
2299,1795,2272,Madre
2300,1796,293,Padre
2301,1796,503,Padre
2302,1797,2658,Padre
2303,1798,21,Padre
2304,1798,2736,Padre
2305,1798,3448,Padre
2306,1799,216,Padre
2307,1800,607,Madre
2308,1801,844,Padre
2309,1802,2403,Madre
2310,1803,2501,Madre
2311,1804,2380,Madre
2312,1805,1835,Madre
2313,1805,3763,Madre
2314,1805,3393,Madre
2315,1806,3457,Madre
2316,1806,2530,Madre
2317,1807,2929,Padre
2318,1808,3906,Madre
2319,1809,927,Madre
2320,1810,1749,Padre
2321,1811,3788,Madre
2322,1812,371,Padre
2323,1813,2205,Padre
2324,1814,2208,Padre
2325,1815,2965,Madre
2326,1815,938,Madre
2327,1816,2057,Padre
2328,1817,1602,Padre
2329,1817,362,Padre
2330,1818,2277,Padre
2331,1818,1831,Padre
2332,1819,811,Madre
2333,1820,1852,Padre
2334,1820,246,Padre
2335,1821,3153,Madre
2336,1822,2590,Padre
2337,1822,3480,Padre
2338,1823,198,Padre
2339,1824,3669,Padre
2340,1825,3750,Padre
2341,1826,288,Padre
2342,1827,301,Madre
2343,1828,3538,Padre
2344,1828,2353,Padre
2345,1829,1499,Madre
2346,1830,1229,Madre
2347,1830,3280,Madre
2348,1831,704,Padre
2349,1831,329,Padre
2350,1831,529,Padre
2351,1832,2336,Padre
2352,1833,2014,Padre
2353,1834,3482,Madre
2354,1835,3662,Padre
2355,1836,476,Madre
2356,1837,3257,Madre
2357,1838,245,Madre
2358,1839,1836,Padre
2359,1840,1567,Madre
2360,1841,2679,Padre
2361,1842,987,Madre
2362,1842,3155,Madre
2363,1843,1156,Padre
2364,1844,51,Madre
2365,1844,1526,Madre
2366,1845,3005,Padre
2367,1846,3246,Madre
